khemaka	安稳
ကြ	复数
ānanda	阿难达
sacchikātabban	應體征
saddhādhimokkha	信心胜解
majjhattatā	中庸
dhuranikkhepa	放弃努力
hiṅgu	兴渠
saṅkhāradukkhatā	行苦性
salakkhaṇa	自己的特性
bhūmattharaṇa	地板
kattikā	咖提咖月
sukhadukkha	乐和苦
aṅgasaṅkantika	超支
anavajjasukhavipāka lakkhaṇa	无过乐报相
milindapañha	弥林达问
gahaṇa	执持
itthindriya	女性根
sambojjhaṅga	觉支
mūlagandha	根香
tiṇapādukā	草鞋
samatha kammaṭṭhāna	止业处
adosa	无嗔
kuṭṭhika	麻风者
ahatthapāsa	伸手所及之外
gaṇḍika	患疮者
kammajarūpa	业生色
jotirasa	星露
muta	觉知
pīti paṭisaṃvedī	感知喜
panthaka	路生
diṭṭhiṭṭhāna	主见的成因
anavajja	无过的
khoma	亚麻
Āvuso	朋友
mahāpajāpatigotamī	马哈巴嘉巴蒂果德弥
QUM	引号 ➡ 引号外
ñāṇamukha	智慧的[网]眼
āmalakatumba	余甘木葫芦
sundarā	孙达拉
adhisamādhi sikkhā	增上定学
indriyasamattapaṭipādanā	令诸根平衡而行道
nijjhāmataṇhikapeta	烧渴饿鬼
mūlapaņņāsa	根本五十经
avayavadhamma	要素法
navasattapātubhāvadiṭṭhi	新有情出现见
dāna	布施
aṭṭhagarudhamma	八敬法
javanaviññāṇa	速行心
gīveyyaka	颈贴
pamāda	放逸
Abhiññā	神通
Ayyamitta	阿亚米达
sudassana	善见
odāta kasiṇa	白遍
udukkhala	臼
amaravati	不死城
maggapaṭipāṭi	道次第
rājāyatanacetiya	拉贾亚他那塔
yamakapāṭihāriya	双神变
Aggi	火
sotadasaka	耳十法
sīlasampada	具戒
aṭisambhidā Magga	《无碍解道》
daddallavimāna	光辉天宫
dvārakoṭṭhaka	门房
gataddha	旅程的完成者
paṭippassaddhivimutti	止息解脱
upekkhāsambhojjaṅga	舍觉支
panuṇṇapaccekasacca	走出邪见识知实相者
ambaṭṭhamāṇava	盎巴特青年
kāma sugati	欲界善趣
paṭippassaddhi	止息
arūpāvacarajjhāna	无色禅
dvipañcaviññāṇa	双五识
kappa	劫
sudda	首陀罗
hatthaka	转手者
cūḷasubhaddā	小善贤
abhiññānisaṃsā	神通功德
paccekabodhiñāṇa	独觉菩提智
sippa	技艺
nibbānārammaṇa	涅槃所缘
assāsa passāsa	入息与出息
savicāra	有伺
巴利语法缩略语	语法缩写
vatthudhammavimuccitaṁ	脱离实物性质
cūḷasiva	小西瓦
upamā	比喻
cittuppāda	心生起
dhūmadānaka	烟管
sampiṇḍana	连接
Vedanānupassanā	受随观
sahakārīkāraṇa	协作之因
passāsakāya	出息身
karaṇa	造作
bhāvanā kosalla	修习善巧
kuṭhārī	砍刀
orasaka	欧拉萨卡
vibhaṅga	分别
lasuṇa	蒜
paṭighānusaya	嗔恚随眠
IOV	受动者➡动词
tambadāṭhikacoraghātaka	刽子手褐髯
diṭṭhadhamma	现在生
okāsavāra	地点小节
gayāsīsa	象头山
vatthuvibhāga	所依分别
mahārohaṇagutta	马哈柔哈那古塔
peta	饿鬼
byāpāra	加行
paṭṭuṇṇadesa	帕图那国
dhammaṭṭhitiñāṇa	法住智
sirimā	西蕊玛
visaṅkhāra	离行
ñāṇa sampayutta citta	智相应心
saṃsāra dukkha	轮回之苦
bahuppadehī	多足者
appaccaya	无缘
okkantikkhaṇa	再生的剎那
Lakkhaṇa	特相
中部	中部
-mant	具有……者
kilesavaṭṭa	烦恼轮转
migadāya	护鹿苑
āvajjana	转向
Paccekabuddha	独觉佛
sādhu	萨度
pārājikuddesa	《巴拉基卡诵》
Nīlavāhinī	尼拉瓦黑尼
miga	野兽
khuddasikkhā	精华训练
pubbakāla	在前时
mānatta	马那达
koñca	鹭鸶
bodhipakkhiya	菩提分
asaññī	无想的
soṇadaṇḍa	索那丹达
niyatamicchādiṭṭhi	定邪见
catudhātuvavatthāna	四界差别
aṭṭhakanipāta	八集
sassatavāda	恒常论
putthujana	凡夫
1p	第一人称
gotamaka cetiya	果德玛洁地
vālodakajātaka	寡水本生
Cīrā	吉拉
pariyuṭṭhāna	缠（烦恼）
asaṅkhyeya kappa	阿僧祇劫
pabbhāravāsītissa	山谷住者帝思
kappaṭa	咖巴答
vayadhamma	坏法
chakkanipāta	六集
etassa	这...
tejo	火
atthavaṇṇana	含义解释
padaṭṭhānya	近因
cittajarūpa	心生色
Nandopananda	难陀波难陀
abl	来源格
byādhibhaya	病灾
khayadhamma	尽法
himavant	雪山
sundarī	孙达瑞
sāgalanagara	沙格叻城
ekavacana	单数
aḍḍhamaṇḍala	小块
Rāhulā	拉胡喇
nipphala	徒然的
gocchaka	束（组）
tipiṭakacūḷanāga	三藏小龙
pippaliguhā	毕巴离洞窟
jhāna cittuppāda	禅心生起
anunayapaṭigha	喜好与厌恶
gilānapaccayabhesajja	医疗用品
dukkhavedanā	苦受
dhammapūjā	法敬奉
passambhayaṃ kāyasaṅkhāraṃ	平静身行
suññatavipassanā	空观
dāyaka	施主
dhammapāla	法护
dhamma	法
Padumuttara Buddha	胜莲花佛
babbujātaka	猫本生
kotapabbatavihara	哥达山寺
nissatta paccavekkhaṇa	非众生省察
sayambhū ñāṇa	自生智
passaddhisambojjhaṅga	轻安觉支
pariññā paññā	遍知慧
tāvatiṃsa	三十三天
adhimāna	高估
abhijjha	贪爱
pubbantānudiṭṭhi	前际随见
kilesā	染
lokuttara	出世间
bojjhaṅgasuttaṃ	觉支经
paramapurisa	至上者
khayadhamma	尽法
pres	现在式
ñattidutiyakammavācā	白二甘马
DET verb phrase	动词
thirasaññā	强力的想
pasaṃsāya	赞扬
tajjāmanodhātusamphassaja	由相应意界触所生的
indriyasamattapaṭipādana	令诸根平衡而行道
araṇisahita	取火钻木
asura	阿苏罗
lobhasahagatacittuppāda	贪俱名法
saṅkhathālaka	海螺杯
pubbenivāsa	宿住
ādibrahmacariyaka	初梵行
kākavaliya	卡喀瓦利亚
veḷuva	维卢瓦
arūpi	无色
sabbatthakakammaṭṭhāna	一切处业因
saṅkhāra nimitta	行相
āghātavatthu	结怨事
မည်	名为
Milinda pañha	弥林达问经
middha	睡眠
appaṭikkūlasaññā	不厌恶想
iddhivikubbana	变化神变
bhavacchanda	有欲
pannaddhaja	降下旗帜者
ārammaṇakaraṇa	注意所缘
madhupaṭala	蜂巢
kusa	古沙
assājānīya	宝马良驹
gahaṇā	执持
āvāsamacchariya	住所悭
migāramātu	鹿母
kaṭhinacīvara	功德衣
ucchedavāda	断灭论
amaravati	不死城
vattamānakkhaṇekadesa	现在时中的一种
vipākattika	果报三法
magga ariya sacca	道圣谛
arūpokāsa	非色域
attadattha	自利
ādīnavānupassanāñāṇa	过患频观智
kāyānupassanā	身随观
viveka	远离
sāṇa	麻
paṭicchanna	覆藏
niccadīpanattha	以显示此步骤是一定发生在以下例字
kusalahetu	善因
vesī	妓女
kattuka	主语
Mahāhatthipadopama Sutta	大象迹喻经
sādhāraṇa	共通的
mātuposakanāgarājajātaka	赡养母亲的象王本生
muṭṭhisammuñjanī	短柄扫帚
nimittābhimukhapaṭipādana	朝禅相圆满
satthavaṇijjā	刀剑生意
parivāra-aṭṭhakathā	附随·义注
abhiññācitta	神通心
sallasutta	箭经
Lakkhaṇa	特相
puṇḍarīka	白睡莲
kilesavippayutta	杂染不相应
ārammaṇādhipatipaccaya	所缘增上缘
rupāvacara	色界
punabbhava	再生
verañjā	离染城
abrahmacariya	非梵行
Paccekabuddha	独觉佛
cāritta	作持
soreyya	索瑞亚
rūpanandā	如芭难达
vinīta	维尼答
ajamodā	女贞子
sandiṭṭhika	自见的
ကြောင်း	凭借
ukkhepanīyakamma	被举罪
vaḷañjanakamusāvāda	常用妄语
saṅkappa	思念
mahaggatacitta	广大心
catusacca	四个真理
sakkadatti	萨卡天帝
kuṇḍalakesi	衮德叻给西
anitthigandhakumāra	厌女香童子
kuruṅgamigajātaka	羚鹿本生
upamāsaṃsandana	本喻结合
sabhāga utu	同分气候
kathā	论
Catukka	四法
cakkavāḷasiluccaya	轮围岩
cūḷasārī	小沙利
lokiya sammāsamādhi maggaṅga	世间正定道支
karajakāya	不净所生身
f	阴性
ajjhattabahiddha	内在外在
hetupaccayatā	因缘
aññāṇatā	无知
sakadāgāmi	一来者
catubhūmaka	四地
indasālaguhā	因达娑罗树洞窟
purisakathā	男人论
kāyasamphassajāya	身触生
akkosavagga	责难品
kaṭhinacīvara	功德衣
adhisīla sikkhā	增上戒学
upekkhāsatipārisuddhiṁ	舍念遍净
hetusampayutta	因相应
thinamiddha	昏沉睡眠
accantasaṃyoga	时空连续性
mahāseṭṭhi	大富豪
pañcupādānakkhandha	五取蕴
nibbedhikapariyāya	《洞穿法门[经]》
celakaṭṭhi	杰卡提
paṭippassaddhipārisuddhi	止息清净
yoniyo	生
uposathadivasa	伍波思特日
kevalī	完全成就者
sappītika	欢喜
sambhārabhūmi	资粮地
tatramajjhattata	中舍性
saṇṭhapita	持有
dukkhapaccaya	苦的令生因
sahetuka	有因的
lābha	利得
Samatha yānika	止行者
တရား	法
allakappa	阿拉咖巴
tisamuṭṭhānikakāya	三因色身
bodhitala	菩提场
nābhi	轮毂
piṭṭhibhavaṅga	有分顶
anupādāniya	非顺取
anulomañāṇa	随顺智
dassanena  pahātabba	见所断
uparājā	储君
buddhañāṇa	佛智
vaṇṇasampatti	容色成就
aniccānupassanā ñāṇa dassana	无常随观智见
အကျိုးငှာ	强调目的状语
visākha	维沙卡
arūpabhava	无色有
vajja	过失
himavanta	喜马拉雅山
āgataṭṭhāna	圆满处
bodhiyaṅgaṇavatta	菩提树四周空地义务
kiriya	唯作
Abhidhammattha saṅgaha	《摄阿毗达摩义论》
ārammaṇapurejāta	所缘前生
sammāpayoga	正加行
doṇamāpaka	仓储官
pisāca	丑鬼
chattasalākā	伞骨
Āhāra	食
aṭṭhagarudhammappaṭiggahaṇūpasampadā	受持八敬法达上
madhvāsava	紫荆花酒
ahetukadiṭṭhi	无因缘的见解
dukhindara	苦根
gihi	在家人
sabbakāla	一切时
paccupatiṭṭhati	现起
vitata	双面膜鸣乐
suddhāvāsa	纯居天
apādako	无足者
dassenta	展现
upanijjhāna	紧密观察
ENU	罗列 ➡ 破折号
kasiṇaparikamma	遍禅的预作
upādinnakappavatta	取之轮转
nadītittha	河边浴场
dūtenūpasampadā	使者方式达上
na	不
sasī	有兔的，月亮
yānakathā	车乘论
abbuda	胚泡
kusalatā	善巧
vayadhammānupassī	随观坏灭之法
jātidukkha	生苦
uttānīkarohi	阐明
lokuttara ariya magga	出世间圣道
kukkuṭamitta	鸡之友
လုံလုံး	时间的整数
saṃsāravaṭṭa	轮回流转
bhikkhunivibhaṅga	比库尼分别
deyyadhamma	布施法
Samghānussati	僧随念
kurundiaṭṭhakathā	库伦地复注
mūlasikkhā	根本训练
cūḷadhammapālajātaka	《小护法本生》
akusalavipāka	不善果报
mattaññuta	知节量
vicikicchāsahaga cittuppāda	疑俱名法
niccadīpanattha	以显示此步骤是一定发生在以下例字
Mahā Aṭṭhakathā	大义注
sāsanabrahmacariya	教梵行
Gotama buddha	果达玛佛
āvajjanupekkhā	转向舍
dārusākaṭikaputta	运柴车夫子
bāhiya dārucīriya	树皮衣者拔黑亚
vipākadhammadhamma	果报本源法
ujuppaṭipanna	正直行道
ānāpāna	入出息
bhavaṅga	有分
rūpānaṃ	色的
jambonadanikkha	瞻部金首饰
arahattaphala	阿拉汉果
paṭiccasamuppādakusalata	缘起善巧
ambaṭṭha	盎拔闼
pannabhāra	放下负担者
javana vīthi	速行心路
appanā	安止
pāda	巴达
catukkanaya	四法
mahājanaka	大生
dasa kusala kammapatha	十善业
aññavādakasikkhāpada	异语学处
mahaggata dhamma	大法
ကြောင့်	原因状语
itivuttakapāḷi	如是语
sakkāya	有身（见）
paṭisallāna	收心专注
aññācitta	了知心
chaasādhāraṇañāṇa	六不共智
sosa	肺痨
catuttha jhāna samāpatti	入第四禅定
vijjā	[三]明
saddhānusārī	随信行
udayabbayañāṇa	生灭智
arahant	阿拉汉
aññātāvindriya	具知根
sabhāga eka oja samuṭṭhāna rūpa	同一食素等起的色
Ṭīkā	复注
jīvi	生类
salila	萨利拉
tagara	山马茶
vehapphala	广果天
gatinimitta	趣相
ISV	<非主格>施动者 ➡ 动词
asammūḷha	无痴
cha ajjhattikāni āyatanāni	六内处
tisamuṭṭhānikarūpa	三等起色
mūlabhūta	关键方法
abs	连续体
sarīsapa	爬虫
thambhitatta	心顽固性
sāmī	主人
cūḷakāla	小黑
lokuttarā sammāsamādhi magga	出世间正定道
rūpi	有色
vosānappatta	已到达圆满者
kassapakārāma	咖沙巴园
samādāya	接受
ajjunarukkha	榄桂树
pubbārāma	东园
pakappita	分别
rasāyatana	味处
paccayavāra	缘分
kāyasamphassassa	身触的
DIO-S	双宾语<次要>➡动词
vipākapaccaya	异熟缘
paramatthadhātu	究竟界
averacitta	心无嗔
nānākkhaṇika	异刹那
attasuññatā	我空性
vigatabyāpāda	离嗔
sabbaatthivādī	说一切有者
ekamantaṃ	一个适当的位置
pariggaha	摄受
pariyāyadukkha	间接之苦
olambakadīpa	吊灯
lāja	爆谷
anaṅgaṇa	无秽
kimatta	什么利益
MOT	动机意图
manta	咒术
etadagga	第一
orambhāgiyasaṃyojana	下分结
Ānāpānassati Sutta	入出息念经
vihavati	住
paramāṇu	极微
visabhāga ārammaṇa	异分所缘
visaya	位置定语
asurakāya	阿苏罗界
abhiññāpāragu	通智
ñattidutiya kamma	白二甘马
Sacca Vibhāga	谛分别
susira	吹孔气鸣乐器
rasataṇhā	喜爱味道
punasanjānana nimitta-karaṇa rasa	再次识知相之因的作用
nosaññāvimokkhā	非由想得脱
ghaṭṭanamuggaro	捶衣棒
kammapaccaya	业缘
kammakilesa	业垢
Mahī	马黑
nanda	难德
oṭṭha	唇
pamāṇa	尺寸
Vasundhara	瓦孙大拉
virāga	离染
saḷevāyatanā	六处
paṭiccasamuppāda  aṅga	缘起支
paṭigha	厌恶
tālu	上颚
sumanadevī	苏玛那天女
visuddhimaga	清净之道
သာ	只，仅仅
purejātavippayutta	前生不相应
rajjuka	丈量官
māgadha	马嘎塔
gīveyyaka	颈贴
aṅgavavatthāpana	确定支
nandamāṇava	年轻人难德
ariyamagga	圣道
Visuddhimagga	《清净道论》
macchera	悭吝
kapparukkha	如愿树
diṭṭhigatā	见堆
taṃsamuṭṭhānānañca	同时生起的
adhipaññā sikkhā	增上慧学
sammāsambuddha	正自觉者
Rasa	性质
navattabba	不可说
candakinnarījātaka	《月亮紧那罗女本生》
bhaddālisutta	跋达里经
hemavata	喜马拉雅山
asamāhitapuggala parivajjanatā	远离无定的人
upādāyarūpa	产生的物质
saṅkhāranimitta	现象灭去
appamāda	不放逸
āraññika	林野住者
ārammaṇapurejātā	所缘前生
dhammābhisamaya	法现观
mahāsena	大军
itthiliṅga	阴性
tatiya jhāna samādhi	第三禅定
puññakkhetta	皇后
adhipati	主导
dabba mallaputta	智者马喇子
mettā	慈爱
atimānā	过慢
utuja ojā	时节生食素
satisaṃvara	念防护
sukha paṭisaṃvedī	觉知乐
vicikicchāsahaga	疑俱
anubandhanā naya	随逐法
jambudīpa	瞻部洲
mahāvitakkasutta	《大寻经》
nosaññāvimokkha	非由想得脱
kāyapasāda	身净色
adhiṭṭhāna	依处
cittuppādakaṇḍa	心生起品
cakkavattirajja	转轮王
diṭṭhigatavippayutta	邪见不相应
paggāhanimitta	策励相
majjhimapaṇṇāsa	中间五十
sato sampajāno	念、正知
paccayapaṭisevana	资具受用
apāya dukkha	恶趣苦
jetavanamahāvihāra	揭德林大寺
nimittakosalla	相善巧
nissakkavacana	来源格
bāhira	外在
devadūtasutta	《天使经》
paṭhama chakka	第一组六法
āhāraja ojā	食生食素
passambhayaṃ	平静
diṭṭhānusaya	邪见随眠
sampayoga āṅga	相应支
aṅgārammaṇasaṅkantika	超支与所缘
nīlakasiṇa	青遍
kallavālaputta	猛子村
paccupaṭṭhana	现起
pācinavaṃsamigadāya	东竹鹿园
sukhuma	细
na	不
puññakiriya	福业
mandhātu	马塔度
haritacatāpasa	金肤隐士
pathavīkasiṇaniddesa	地遍义释
duggati	恶趣
sītavana	寒林
kammavaṭṭa	业轮转
Āhāra Sutta	食经
koṭapabbata	果达山
rūpajīvitindriya	色命根
bhāvanāya pahātabbahetuka	修所断因
paṭisandhicitta	再续（前缘之）心
paññāpana	施设
saccavibhaṅga	谛分别
aniccatā	无常性
nandanavana	欢喜林
anottappabala	无愧
anantarapaccaya	无间缘
kathinadussa	卡提那布料
salakkhaṇa	自己的特性
jappā	贪欲
samānasaṃvāsaka	同一共住者
vipassanā vīthi	观禅心路
saṅkhāradukkha	行苦
avijjamānatta	非真实存在的特性
paññādhura	持慧
natthikavāda	虚无论
devaputta	男天人
magga sacca	道谛
Okkantikā pīti	继起喜
upekkhāsambojjhaṅga	舍觉支
avīci	无间地狱
caṅkoṭaka	匣
chādeti	隐瞒
gharaṇī	喀勒尼
savitakka	有寻
bahulīkata	多作
ojaṭṭhamaka rūpa	食素为第八法的色
mitta	弥达
mahakasutta	《马哈咖经》
cariyāpiṭaka	所行藏
kamma dvāra	业门
hānabhāgiya	退分
kakkaṭakajātaka	《螃蟹本生》
madhupaṭala	蜂巢
ticīvara	三衣
padhānavacana	中心词
jātissara	回忆前世
sandhūpeti	燃熏
pariyāpanna	包含于
pakkhahata	偏瘫
phala	果
karuņā	悲
āḷavi	阿拉威
visuddhacitta	心清净
assāsapassāsa kammika	入出息行者
byañjana	字母表
viññāṇa	识
sattamyattha	第七格含义
upādisesa	五蕴剩余
dīghanikāya-aṭṭhakathā	长部·义注
dakkhiṇeyya puggala	应受供养者
tiṃsamattasutta	三十人经
anupasampanna	未达上
kilāsika	患癣者
paṭighasamphassa	有对触
vāyokasiṇa	风遍
muṇḍa	勐德
hatthidanta	象牙
assāsa passāsa kammika puggala	入出息行者
paṭipadā	行道
ādikammika appana javana	最初安止速行
sabbadhātūhi	所有词素后
sātthaka	有益
vatthuvibhāga	所依分别
apaṇṇakasuttaṃ	《无过经》
diṭṭhinissayo	见依著
bārāṇasī	巴拉纳希
saṃyuttabhāṇaka	相应部诵师
pāramitā	巴拉密
Visaya	（所缘）境
addhāna	行程
vaya ñāṇa	灭智
dubbhikkhantara	饥荒
biḷālapādaka	猫足
nāḷikerahīra	椰壳纤维
rūpabhāva	色有
jāgaraṇa citta	醒觉心
sotaviññāṇa	耳识
sampajāna	正知
koṭippatta	已到达顶端者
လည်း	也
sukha	乐
paṭisaṃvedī	体验
saṅghaaparāmasana	未提及僧团
cakkhu dvāra	眼门
buddhabhāva	成佛之事
ujjhānasaññi	嫌责想
javana vāra	速行心路
suppiyā	善喜
kathā	论
kāmāvacarā	欲界
DO-P active verb	主动动词
piṇḍapātāpacāyana	恭敬施食
Mahāsatipaṭṭhāna Sutta	大念处经
daṭṭhabba	留意
jetavanapokkharaṇī	揭德林池
gijjhakūṭa	鹫峰山
samathakammika	止行者
nadītittha	河边浴场
vacana	字
visamahetu	错因论
mahāpanthakatthera	大路尊者
Venerable Soṇa	索那尊者
nipāta	不变化词
tikamātikā	三论母
bhojjayāgu	稠粥
pāraṃ gato	已去往彼岸者
vatthurūpa	依处色
haṃsavatīnagara	天鹅城
santa	寂静
diṭṭhinissita	见依著
oghasampayutta	瀑流相应
micchāsamādhi	邪定
sopāka	索巴格
upadhāraṇa	保存
sīhaḷa	僧伽罗
santindriya	守护根门
uddaṇḍa	库房
Rohitassa Sutta	赤马经
Aṭṭhakathā	义注
kosala	考瑟勒
nigamakathā	城镇论
potaliya	伯塔利亚
samaya	适时
evaṃdhammatā	如是法性
jantāghara	火房
lajjī	惭耻
gaḷocīlatā	心叶青牛胆
hadayavatthu rūpa	心所依处色
cakkhu pasāda dhātu	眼净界
saññī	有想的
kimhici	在哪里
khaṇikasamādhi	刹那定
anuttara	无上的
paccayasannissita	资具依止
petavatthu-aṭṭhakathā	鬼故事·义注
ငှါ	目的状语
asammoha paṭiveda	无痴通达
sāmāvatī	沙玛瓦帝
dīparukkhaka	灯柱
jhānakīḷā	自在禅那
kammabyatihāra	互为受动者
gandhahatthi	芬芳象
dukaniddesa	二法广说
mahāpurisa	大士
vedanakkhandā	受蕴
Suttanta	经
nissita	依著
kahāpaṇa	咖哈巴那钱
mahāsatta	菩萨
passambhayaṃ	平静
kāyapassaddhi	身轻安
viddhaṃsābhāva	灭性
assaddha	无信
ānāpāna paṭhama chakka	入出息第一组四法
adhipaññāsikkhā	增上慧学
dhammadinnā	法施
pathama catukka	第一组四法
domanassasahagata	忧俱
upekkhābyūhana	舍增
dhaññamāsa	米粒长
kāmasaṅkappa	欲思维
saṃkilesa	污染
Sāriputta	沙利子
maggasacca	道谛
paññattibahula	规划建设
anussatiṭṭhāna	随念住立
